Title,Location,Link,Distance,Review_Score,Review_description,Number_Of_Reviews,Details,Price
Tangkak Greenville Homestay,Tangkak,https://www.booking.com/hotel/my/greenville-homestay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=284&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=294610901_206443940_2_0_0&highlighted_blocks=294610901_206443940_2_0_0&matching_block_id=294610901_206443940_2_0_0&sr_pri_blocks=294610901_206443940_2_0_0__9300&from=searchresults#hotelTmpl,,8.7,Fabulous ,99 reviews,,MYR 93
The Platinum KLCC by Arman,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/platinum-suites-kl-by-arman.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=285&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=720957003_309780004_2_0_0&highlighted_blocks=720957003_309780004_2_0_0&matching_block_id=720957003_309780004_2_0_0&sr_pri_blocks=720957003_309780004_2_0_0__49950&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,900 reviews,Travel Sustainable Level 2,MYR 500
Hilton Petaling Jaya,Petaling Jaya,https://www.booking.com/hotel/my/hilton-petalin-jaya.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=286&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=2581211_95149553_2_42_0&highlighted_blocks=2581211_95149553_2_42_0&matching_block_id=2581211_95149553_2_42_0&sr_pri_blocks=2581211_95149553_2_42_0__46600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.4,Very good ,"2,070 reviews",Travel Sustainable Level 3+,MYR 466
Hilton Garden Inn Kuala Lumpur - North,"Chow Kit, Kuala Lumpur",https://www.booking.com/hotel/my/hilton-garden-inn-kuala-lumpur-jalan-tuanku-abdul-rahman.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=287&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=261963601_105096237_2_42_0&highlighted_blocks=261963601_105096237_2_42_0&matching_block_id=261963601_105096237_2_42_0&sr_pri_blocks=261963601_105096237_2_42_0__22500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.8,Good ,"1,029 reviews",Travel Sustainable Level 3+,MYR 225
Aeton Hotel Nilai,Nilai,https://www.booking.com/hotel/my/aeton.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=288&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=141569903_295696633_2_0_0&highlighted_blocks=141569903_295696633_2_0_0&matching_block_id=141569903_295696633_2_0_0&sr_pri_blocks=141569903_295696633_2_0_0__10260&from=searchresults#hotelTmpl,,8.1,Very good ,579 reviews,,MYR 103
Vortex Suites KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/vortex-klcc-premium-suites-by-welt.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=289&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=896049103_360195921_0_0_0&highlighted_blocks=896049103_360195921_0_0_0&matching_block_id=896049103_360195921_0_0_0&sr_pri_blocks=896049103_360195921_0_0_0__60000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.3,Very good ,"1,069 reviews",Travel Sustainable Level 3,MYR 600
Tropicana The Residence By Klcc,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/the-troficana-service-suites-klcc-by-sinta.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=290&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=723543702_379751584_2_0_0&highlighted_blocks=723543702_379751584_2_0_0&matching_block_id=723543702_379751584_2_0_0&sr_pri_blocks=723543702_379751584_2_0_0__46650&from=searchresults#hotelTmpl,,8.3,Very good ,76 reviews,,MYR 467
EkoCheras Residences by White Forest Suites,Kuala Lumpur,https://www.booking.com/hotel/my/the-residences-by-white-forest-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=291&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=631405103_339299126_3_0_0&highlighted_blocks=631405103_339299126_3_0_0&matching_block_id=631405103_339299126_3_0_0&sr_pri_blocks=631405103_339299126_3_0_0__25900&from=searchresults#hotelTmpl,,8.1,Very good ,334 reviews,,MYR 259
Best Western i-City Shah Alam,"i-City, Shah Alam",https://www.booking.com/hotel/my/best-western-i-city-shah-alam.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=292&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=127075218_88829027_0_2_0&highlighted_blocks=127075218_88829027_0_2_0&matching_block_id=127075218_88829027_0_2_0&sr_pri_blocks=127075218_88829027_0_2_0__24140&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.3,Very good ,"2,653 reviews",Travel Sustainable Level 3,MYR 241
Ants Hotel,Kangar,https://www.booking.com/hotel/my/ants.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=293&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=433197502_372881973_0_0_0&highlighted_blocks=433197502_372881973_0_0_0&matching_block_id=433197502_372881973_0_0_0&sr_pri_blocks=433197502_372881973_0_0_0__13300&from=searchresults#hotelTmpl,,8,Very good ,"1,229 reviews",,MYR 133
GRAND SRI MUADZAM HOTEL,Kampong Aur,https://www.booking.com/hotel/my/grand-sri-muadzam.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=294&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=1079246706_380521776_2_0_0&highlighted_blocks=1079246706_380521776_2_0_0&matching_block_id=1079246706_380521776_2_0_0&sr_pri_blocks=1079246706_380521776_2_0_0__9000&from=searchresults#hotelTmpl,,7.5,Good ,10 reviews,,MYR 90
The Platinum Kuala Lumpur by Cozy White,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/the-platinum-kuala-lumpur-by-cozy-white.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=295&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=1036988201_376238170_2_0_0&highlighted_blocks=1036988201_376238170_2_0_0&matching_block_id=1036988201_376238170_2_0_0&sr_pri_blocks=1036988201_376238170_2_0_0__61124&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.8,Fabulous ,564 reviews,Travel Sustainable Level 3,MYR 611
Swiss Garden Resort Residences Kuantan by AP CA CON,Kampung Sungai Karang,https://www.booking.com/hotel/my/swiss-garden-resort-residences-kuantan-by-ap-ca-con.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=296&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=820238604_346764828_2_0_0&highlighted_blocks=820238604_346764828_2_0_0&matching_block_id=820238604_346764828_2_0_0&sr_pri_blocks=820238604_346764828_2_0_0__21000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.7,Good ,63 reviews,Travel Sustainable Level 1,MYR 210
DoubleTree by Hilton Melaka,Melaka,https://www.booking.com/hotel/my/doubletree-by-hilton-melaka.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=297&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=194000906_102727298_2_34_0&highlighted_blocks=194000906_102727298_2_34_0&matching_block_id=194000906_102727298_2_34_0&sr_pri_blocks=194000906_102727298_2_34_0__39400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.4,Very good ,"2,477 reviews",Travel Sustainable Level 3+,MYR 394
The b'Hotel,Kajang,https://www.booking.com/hotel/my/the-b-39.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=298&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=200243504_104071095_2_0_0&highlighted_blocks=200243504_104071095_2_0_0&matching_block_id=200243504_104071095_2_0_0&sr_pri_blocks=200243504_104071095_2_0_0__7800&from=searchresults#hotelTmpl,,7.5,Good ,"1,404 reviews",,MYR 78
Borneo Natural Sukau Bilit Resort,Bilit,https://www.booking.com/hotel/my/sukau-kinabatangan-senbil-lodge.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=299&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=113772409_96312126_0_85_0&highlighted_blocks=113772409_96312126_0_85_0&matching_block_id=113772409_96312126_0_85_0&sr_pri_blocks=113772409_96312126_0_85_0__138000&from=searchresults#hotelTmpl,,8.2,Very good ,72 reviews,,"MYR 1,380"
Encorp Strand Residences by Airhost,Kota Damansara,https://www.booking.com/hotel/my/kd2-2br-with-wifi-kota-damansara-5-pax.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=300&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574790&all_sr_blocks=382479102_185946087_0_0_0&highlighted_blocks=382479102_185946087_0_0_0&matching_block_id=382479102_185946087_0_0_0&sr_pri_blocks=382479102_185946087_0_0_0__32850&from=searchresults#hotelTmpl,,7.6,Good ,238 reviews,,MYR 329
Fairfield by Marriott Bintulu Paragon,Bintulu,https://www.booking.com/hotel/my/fairfield-by-marriott-bintulu-paragon.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=301&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=586451402_244187434_0_0_0&highlighted_blocks=586451402_244187434_0_0_0&matching_block_id=586451402_244187434_0_0_0&sr_pri_blocks=586451402_244187434_0_0_0__24380&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,218 reviews,Travel Sustainable Level 1,MYR 244
"Holiday Inn Johor Bahru City Centre, an IHG Hotel",Johor Bahru,https://www.booking.com/hotel/my/holiday-inn-johor-bahru-city-centre.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=302&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=630094202_245683104_2_0_0&highlighted_blocks=630094202_245683104_2_0_0&matching_block_id=630094202_245683104_2_0_0&sr_pri_blocks=630094202_245683104_2_0_0__48150&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.5,Very good ,"3,361 reviews",Travel Sustainable Level 1,MYR 482
Dayang Bay Resort Langkawi,Kuah,https://www.booking.com/hotel/my/dayang-bay-resort-amp-serviced-apartment.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=303&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=84330205_88831166_0_1_0&highlighted_blocks=84330205_88831166_0_1_0&matching_block_id=84330205_88831166_0_1_0&sr_pri_blocks=84330205_88831166_0_1_0__31506&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.5,Good ,"1,340 reviews",Travel Sustainable Level 1,MYR 315
Hotel S Damansara,Kuala Lumpur,https://www.booking.com/hotel/my/s-damansara.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=304&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=42695901_105541623_0_1_0&highlighted_blocks=42695901_105541623_0_1_0&matching_block_id=42695901_105541623_0_1_0&sr_pri_blocks=42695901_105541623_0_1_0__14220&from=searchresults#hotelTmpl,,7.4,Good ,781 reviews,,MYR 142
Villea Rompin Resort & Golf,Kuala Rompin,https://www.booking.com/hotel/my/lanjut-golden-beach-amp-golf-resort.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=305&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=167035410_295660623_0_1_0&highlighted_blocks=167035410_295660623_0_1_0&matching_block_id=167035410_295660623_0_1_0&sr_pri_blocks=167035410_295660623_0_1_0__26775&from=searchresults#hotelTmpl,,7.6,Good ,"1,078 reviews",,MYR 268
Hotel Armada Petaling Jaya,Petaling Jaya,https://www.booking.com/hotel/my/armada-petaling-jaya-petaling-jaya.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=306&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=17580912_264941057_2_42_0&highlighted_blocks=17580912_264941057_2_42_0&matching_block_id=17580912_264941057_2_42_0&sr_pri_blocks=17580912_264941057_2_42_0__28350&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,"1,060 reviews",Travel Sustainable Level 1,MYR 284
OYO 90036 Eagle Wood Garden,Membakut,https://www.booking.com/hotel/my/oyo-90036-eagle-wood-garden.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=307&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=636561602_249858902_2_0_0&highlighted_blocks=636561602_249858902_2_0_0&matching_block_id=636561602_249858902_2_0_0&sr_pri_blocks=636561602_249858902_2_0_0__12750&from=searchresults#hotelTmpl,,8,Very good ,107 reviews,,MYR 128
Kinta Riverfront Hotel & Suites,Ipoh,https://www.booking.com/hotel/my/kinta-riverfront-hotel-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=308&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=37725701_295959420_0_0_0&highlighted_blocks=37725701_295959420_0_0_0&matching_block_id=37725701_295959420_0_0_0&sr_pri_blocks=37725701_295959420_0_0_0__25125&from=searchresults#hotelTmpl,,7.7,Good ,"3,216 reviews",,MYR 251
Grand Service Apartment @ Times Square,"Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/grand-service-apartment.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=309&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=326945102_343607676_0_2_0&highlighted_blocks=326945102_343607676_0_2_0&matching_block_id=326945102_343607676_0_2_0&sr_pri_blocks=326945102_343607676_0_2_0__42458&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.9,Good ,"1,608 reviews",Travel Sustainable Level 3,MYR 425
Hotel Seri Malaysia Sungai Petani,Sungai Petani,https://www.booking.com/hotel/my/seri-malaysia-sungai-petani.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=310&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574807&all_sr_blocks=50526502_133388265_0_2_0&highlighted_blocks=50526502_133388265_0_2_0&matching_block_id=50526502_133388265_0_2_0&sr_pri_blocks=50526502_133388265_0_2_0__18086&from=searchresults#hotelTmpl,,7.2,Good ,991 reviews,,MYR 181
